"gene_names","gene_ids"
"GBAS(1of2)","ENSPFOG00000010736"
"cct6a","ENSPFOG00000010825"
"SNORA22","ENSPFOG00000021037"
"SNORA22","ENSPFOG00000021269"
"sumf2","ENSPFOG00000010926"
"abhd11","ENSPFOG00000010930"
"cldnh","ENSPFOG00000020221"
"cldnc","ENSPFOG00000020222"
"cldnb","ENSPFOG00000020223"
"ensembl","ENSPFOG00000020224"
"zgc:112437","ENSPFOG00000020225"
"cldnd","ENSPFOG00000024370"
"ensembl","ENSPFOG00000020227"
"cldne(1of2)","ENSPFOG00000020228"
"zgc:136892","ENSPFOG00000020229"
"wbscr27(2of2)","ENSPFOG00000010970"
"nf2b","ENSPFOG00000011007"
"caln2","ENSPFOG00000011099"
"sdf2","ENSPFOG00000011142"
"supt6h","ENSPFOG00000011171"
"rab34b","ENSPFOG00000011444"
"SNORD49","ENSPFOG00000021545"
"SNORD65","ENSPFOG00000021018"
"SNORD49","ENSPFOG00000021281"
"SNORD65","ENSPFOG00000021373"
"nsrp1","ENSPFOG00000011548"
"ssh2b","ENSPFOG00000011564"
"coro6","ENSPFOG00000011577"
"ensembl","ENSPFOG00000011674"
"ensembl","ENSPFOG00000023280"
"ensembl","ENSPFOG00000011702"
"ABHD15","ENSPFOG00000011767"
"TAOK1(2of3)","ENSPFOG00000011805"
"smg6","ENSPFOG00000012035"
"ensembl","ENSPFOG00000021076"
"ensembl","ENSPFOG00000021571"
"ensembl","ENSPFOG00000021000"
"ovca2","ENSPFOG00000012221"
"rtn4rl1a","ENSPFOG00000012226"
"RPA1(2of2)","ENSPFOG00000012234"
"smyd4","ENSPFOG00000012319"
"waif2","ENSPFOG00000020230"
"COA4","ENSPFOG00000020231"
"ensembl","ENSPFOG00000020232"
"ensembl","ENSPFOG00000012394"
"ensembl","ENSPFOG00000020233"
"ensembl","ENSPFOG00000020234"
"ensembl","ENSPFOG00000023914"
"ensembl","ENSPFOG00000023020"
"ensembl","ENSPFOG00000022930"
"ensembl","ENSPFOG00000019877"
"or104-2","ENSPFOG00000012400"
"ubl3a","ENSPFOG00000012449"
"hmgb1a","ENSPFOG00000012508"
"uspl1","ENSPFOG00000012562"
"alox5ap","ENSPFOG00000012579"
"MEDAG","ENSPFOG00000012601"
"b3glctb","ENSPFOG00000012619"
"rxfp2b","ENSPFOG00000012733"
"fryb","ENSPFOG00000013071"
"zar1l","ENSPFOG00000013942"
"pds5b","ENSPFOG00000013969"
"kl","ENSPFOG00000014258"
"rfc3","ENSPFOG00000014328"
"stard13a","ENSPFOG00000014365"
"nbeaa","ENSPFOG00000014488"
"SERTM1(1of3)","ENSPFOG00000019878"
"ccna1","ENSPFOG00000015729"
"spg20a(1of2)","ENSPFOG00000015658"
"ccdc169","ENSPFOG00000015707"
"DCX(2of2)","ENSPFOG00000015767"
"SERTM1(2of3)","ENSPFOG00000019879"
"SERTM1(3of3)","ENSPFOG00000019880"
"spg20a(2of2)","ENSPFOG00000022262"
"rfxap(1of2)","ENSPFOG00000015903"
"smad9(1of2)","ENSPFOG00000015910"
"alg5","ENSPFOG00000015934"
"exosc8(1of2)","ENSPFOG00000015942"
"supt20","ENSPFOG00000016051"
"dclk1a","ENSPFOG00000015952"
"rfxap(2of2)","ENSPFOG00000015973"
"smad9(2of2)","ENSPFOG00000015984"
"exosc8(2of2)","ENSPFOG00000016004"
"ugt5d1(1of2)","ENSPFOG00000016221"
"ugt5d1(2of2)","ENSPFOG00000016222"
"postna","ENSPFOG00000016242"
"trpc4a","ENSPFOG00000016331"
"ufm1","ENSPFOG00000016427"
"frem2a","ENSPFOG00000016441"
"trim47","ENSPFOG00000016612"
"trim3b","ENSPFOG00000016635"
"fhdc3","ENSPFOG00000016655"
"ARFIP2(2of2)","ENSPFOG00000016677"
"dchs1b","ENSPFOG00000016709"
"SLC46A3","ENSPFOG00000016869"
"synj1","ENSPFOG00000016886"
"C21orf59","ENSPFOG00000017012"
"eva1c","ENSPFOG00000017032"
"haus1","ENSPFOG00000017053"
"mis18a","ENSPFOG00000017081"
"hunk","ENSPFOG00000017088"
"scaf4a(1of2)","ENSPFOG00000017108"
"sod1","ENSPFOG00000017181"
"scaf4a(2of2)","ENSPFOG00000017156"
"ensembl","ENSPFOG00000024579"
"ensembl","ENSPFOG00000017198"
"grik1a","ENSPFOG00000017270"
"map3k7cl","ENSPFOG00000017316"
"bach1b","ENSPFOG00000017325"
"rab38b","ENSPFOG00000017333"
"GRM5(2of2)","ENSPFOG00000017347"
"TYR(2of2)","ENSPFOG00000017399"
"chordc1a","ENSPFOG00000017416"
"FAT3(2of2)","ENSPFOG00000017462"
"mtnr1bb","ENSPFOG00000017677"
"si:ch1073-15f19.2","ENSPFOG00000023065"
"timm10b","ENSPFOG00000017688"
"ensembl","ENSPFOG00000017696"
"smpd1","ENSPFOG00000017724"
"tpte","ENSPFOG00000017763"
"ensembl","ENSPFOG00000017811"
"THSD1","ENSPFOG00000017825"
"vps36","ENSPFOG00000017834"
"proser1","ENSPFOG00000017858"
"stoml3b","ENSPFOG00000017892"
"mtus2","ENSPFOG00000017898"
"slc7a1","ENSPFOG00000017919"
"PAXBP1","ENSPFOG00000017939"
"cadm2a","ENSPFOG00000017962"
"LTN1","ENSPFOG00000024707"
"tmem135","ENSPFOG00000017989"
"hephl1b","ENSPFOG00000018023"
"slc43a2b","ENSPFOG00000018093"
"pitpnab(2of2)","ENSPFOG00000022406"
"pitpnab(1of2)","ENSPFOG00000022287"
"inpp5kb","ENSPFOG00000018120"
"nle1","ENSPFOG00000018151"
"slc25a1a","ENSPFOG00000018174"
"FBXO39","ENSPFOG00000022086"
"VGF(1of2)","ENSPFOG00000023131"
"slc47a1","ENSPFOG00000018201"
"tmigd1","ENSPFOG00000018229"
"FAM64A","ENSPFOG00000023170"
"cct8","ENSPFOG00000018235"
"sgk494b","ENSPFOG00000018257"
"aldocb","ENSPFOG00000018270"
"pigs","ENSPFOG00000018303"
"ensembl","ENSPFOG00000018325"
"ensembl","ENSPFOG00000018329"
"heatr6","ENSPFOG00000018343"
"ddx52","ENSPFOG00000018378"
"birc2","ENSPFOG00000018396"
"rpl23a","ENSPFOG00000018391"
"SNORD42","ENSPFOG00000021306"
"ensembl","ENSPFOG00000018417"
"angptl5","ENSPFOG00000018426"
"trpc6a","ENSPFOG00000018442"
"arhgap42a","ENSPFOG00000018509"
"snrnp35","ENSPFOG00000019881"
"BUD13","ENSPFOG00000018569"
"si:dkeyp-69c1.7","ENSPFOG00000018573"
"pvrl1a","ENSPFOG00000018577"
"ensembl","ENSPFOG00000021863"
"ensembl","ENSPFOG00000018587"
"chek1","ENSPFOG00000018605"
"bfb","ENSPFOG00000018641"
"layna","ENSPFOG00000018666"
"alg9","ENSPFOG00000018679"
"FDXACB1","ENSPFOG00000022156"
"TOMM40L","ENSPFOG00000018695"
"CCDC64B","ENSPFOG00000018722"
"mia","ENSPFOG00000018730"
"cryaba","ENSPFOG00000018732"
"ensembl","ENSPFOG00000018735"
"si:dkey-202b22.5","ENSPFOG00000024018"
"dixdc1b","ENSPFOG00000018752"
"dlat","ENSPFOG00000024531"
"zgc:165604","ENSPFOG00000018791"
"pcnxl3","ENSPFOG00000018811"
"nrxn2a","ENSPFOG00000018867"
"pygma","ENSPFOG00000018916"
"slc22a6l","ENSPFOG00000018943"
"nrg2a","ENSPFOG00000018958"
"pura","ENSPFOG00000019882"
"zgc:100829(2of2)","ENSPFOG00000018969"
"cxxc5a","ENSPFOG00000018974"
"ppp3ca","ENSPFOG00000018980"
"dnajc18","ENSPFOG00000019007"
"BRD8(2of2)","ENSPFOG00000019029"
"gng8","ENSPFOG00000019043"
"tmem45b","ENSPFOG00000019045"
"nfrkb","ENSPFOG00000019054"
"ryr1a","ENSPFOG00000019156"
"si:ch1073-83n3.2(2of2)","ENSPFOG00000019238"
"sms","ENSPFOG00000019239"
"adgrg2b","ENSPFOG00000019241"
"gabrr3a","ENSPFOG00000019245"
"hhla2a.2","ENSPFOG00000019250"
"ensembl","ENSPFOG00000019251"
"si:dkey-11o15.10","ENSPFOG00000023073"
"phldb2a","ENSPFOG00000019254"
"si:ch211-244c8.4","ENSPFOG00000022976"
"SLC51A(2of2)","ENSPFOG00000019263"
"zdhhc20a","ENSPFOG00000019267"
"pcyt1bb","ENSPFOG00000019271"
"lipia","ENSPFOG00000019276"
"si:ch211-114c12.2","ENSPFOG00000019280"
"map7d2a","ENSPFOG00000019281"
"pdha1a","ENSPFOG00000019289"
"prdx4","ENSPFOG00000019300"
"sat1a.1","ENSPFOG00000019303"
"ZFX","ENSPFOG00000019306"
"PTGDS(2of2)","ENSPFOG00000024718"
"zdhhc23a","ENSPFOG00000019309"
"ATP6V1A(2of2)","ENSPFOG00000019313"
"wasf3a","ENSPFOG00000019318"
"CFAP100(2of2)","ENSPFOG00000019323"
"gsx1","ENSPFOG00000019324"
"arhgap31","ENSPFOG00000019327"
"b4galt4","ENSPFOG00000019331"
"CASR","ENSPFOG00000019334"
"zgc:175280","ENSPFOG00000019339"
"kif20a","ENSPFOG00000019347"
"cdc23","ENSPFOG00000019353"
"GFRA3(2of2)","ENSPFOG00000019369"
"slc25a5","ENSPFOG00000019373"
"zbtb20","ENSPFOG00000019375"
"DLG4(2of2)","ENSPFOG00000019381"
"ephb4a","ENSPFOG00000019399"
"KCNAB3","ENSPFOG00000019413"
"neu3.2","ENSPFOG00000019416"
"xrra1","ENSPFOG00000022329"
"chrdl2","ENSPFOG00000019419"
"spag7","ENSPFOG00000019424"
"defbl2","ENSPFOG00000019427"
"mepce","ENSPFOG00000019428"
"pak1","ENSPFOG00000019435"
"CAPN6(3of3)","ENSPFOG00000023813"
"CAPN6(2of3)","ENSPFOG00000019448"
"oard1(3of3)","ENSPFOG00000023558"
"mtor","ENSPFOG00000008483"
"ensembl","ENSPFOG00000024817"
"angptl7","ENSPFOG00000008574"
"ensembl","ENSPFOG00000020237"
"nrbf2b","ENSPFOG00000008621"
"reep3b","ENSPFOG00000008670"
"jmjd1cb","ENSPFOG00000009146"
"cyp26a1","ENSPFOG00000009240"
"exoc6","ENSPFOG00000009842"
"HHEX","ENSPFOG00000009869"
"trub1","ENSPFOG00000009950"
"lrrc45","ENSPFOG00000010153"
"rac3b","ENSPFOG00000021912"
"dcxr","ENSPFOG00000010173"
"rfng","ENSPFOG00000010243"
"atp6v0a1b","ENSPFOG00000010533"
"ptrfb(2of2)","ENSPFOG00000024842"
"ptrfb(1of2)","ENSPFOG00000010568"
"stat5b","ENSPFOG00000010905"
"naglu(1of2)","ENSPFOG00000010949"
"naglu(2of2)","ENSPFOG00000010964"
"ipmkb","ENSPFOG00000011046"
"zgc:171971","ENSPFOG00000011089"
"tfam","ENSPFOG00000011152"
"rab3gap1","ENSPFOG00000011378"
"fasn","ENSPFOG00000012370"
"si:dkeyp-67e6.4","ENSPFOG00000012805"
"mbtd1","ENSPFOG00000012998"
"tdrkh","ENSPFOG00000013032"
"nme2a","ENSPFOG00000013046"
"tecpr1a","ENSPFOG00000013231"
"bhlha15","ENSPFOG00000013242"
"ensembl","ENSPFOG00000021064"
"pvalb4","ENSPFOG00000013254"
"pvalb9","ENSPFOG00000021837"
"ccz1","ENSPFOG00000013364"
"dlgap5","ENSPFOG00000013416"
"rsph10b","ENSPFOG00000013464"
"pms2","ENSPFOG00000013622"
"eif2ak1","ENSPFOG00000013722"
"ANKRD61","ENSPFOG00000013759"
"usp42","ENSPFOG00000013796"
"ensembl","ENSPFOG00000013833"
"dlx3b","ENSPFOG00000013899"
"dlx4b","ENSPFOG00000013933"
"kat7b","ENSPFOG00000014010"
"ensembl","ENSPFOG00000021958"
"aarsd1","ENSPFOG00000014083"
"myof","ENSPFOG00000014487"
"fam20a","ENSPFOG00000014572"
"prkar1ab","ENSPFOG00000014645"
"WIPI1(1of2)","ENSPFOG00000014721"
"arsg","ENSPFOG00000014812"
"slc16a6a","ENSPFOG00000014875"
"AMZ2","ENSPFOG00000014904"
"si:dkey-21c1.1","ENSPFOG00000023844"
"enthd2","ENSPFOG00000014936"
"slc38a10","ENSPFOG00000014982"
"bahcc1","ENSPFOG00000015049"
"fscn2b","ENSPFOG00000015112"
"FAAP100","ENSPFOG00000015135"
"birc5a","ENSPFOG00000015136"
"TMEM235(2of2)","ENSPFOG00000015138"
"uqcrc2b","ENSPFOG00000015271"
"snu13b","ENSPFOG00000015290"
"crym","ENSPFOG00000015311"
"RAC1(2of4)","ENSPFOG00000015316"
"RAC1(3of4)","ENSPFOG00000015319"
"RAC1(4of4)","ENSPFOG00000015350"
"ensembl","ENSPFOG00000015408"
"CYTH3(3of3)","ENSPFOG00000015583"
"itga3b","ENSPFOG00000015727"
"ace","ENSPFOG00000016052"
"abi3b","ENSPFOG00000016079"
"mpp2b","ENSPFOG00000016142"
"pyyb","ENSPFOG00000016152"
"tut1","ENSPFOG00000016195"
"mki67","ENSPFOG00000016223"
"RARA","ENSPFOG00000016312"
"GJD3","ENSPFOG00000016322"
"top2a","ENSPFOG00000016534"
"lrrc3ca","ENSPFOG00000020238"
"csf3a(2of2)","ENSPFOG00000016574"
"med24","ENSPFOG00000016585"
"kcnj12","ENSPFOG00000020239"
"csdc2a","ENSPFOG00000016755"
"aco2","ENSPFOG00000016765"
"phf5a","ENSPFOG00000016814"
"tefa","ENSPFOG00000016821"
"zc3h7b","ENSPFOG00000016834"
"rangap1b","ENSPFOG00000016919"
"chadlb","ENSPFOG00000016956"
"l3mbtl2","ENSPFOG00000017006"
"ep300a","ENSPFOG00000017073"
"cbx7b","ENSPFOG00000017155"
"josd1","ENSPFOG00000017162"
"ensembl","ENSPFOG00000023433"
"xrcc6","ENSPFOG00000017173"
"desi1b","ENSPFOG00000017196"
"shisa8b","ENSPFOG00000017214"
"ensembl","ENSPFOG00000023236"
"mkl1b","ENSPFOG00000017227"
"get4","ENSPFOG00000017263"
"C16orf62","ENSPFOG00000017291"
"zdhhc16b(1of2)","ENSPFOG00000017419"
"zdhhc16b(2of2)","ENSPFOG00000024323"
"mms19","ENSPFOG00000017424"
"UBTD1(2of2)","ENSPFOG00000017463"
"antxr1c(1of2)","ENSPFOG00000017472"
"antxr1c(2of2)","ENSPFOG00000017527"
"irbpl","ENSPFOG00000017569"
"gdf2","ENSPFOG00000021908"
"gdf10b","ENSPFOG00000017587"
"ptpn20","ENSPFOG00000017606"
"mapk8a(2of2)","ENSPFOG00000017631"
"ARHGAP22(2of2)","ENSPFOG00000017652"
"ensembl","ENSPFOG00000017692"
"vstm4b","ENSPFOG00000017703"
"ensembl","ENSPFOG00000024235"
"C10orf71(2of2)","ENSPFOG00000023614"
"ensembl","ENSPFOG00000017717"
"sox8b","ENSPFOG00000017723"
"TMEM100","ENSPFOG00000020241"
"ensembl","ENSPFOG00000020242"
"ensembl","ENSPFOG00000017729"
"ensembl","ENSPFOG00000017731"
"ensembl","ENSPFOG00000022213"
"cox19","ENSPFOG00000017735"
"ADAP1(2of2)","ENSPFOG00000017740"
"SOX8","ENSPFOG00000017781"
"LMF1","ENSPFOG00000017795"
"RAB26(2of2)","ENSPFOG00000022264"
"pemt","ENSPFOG00000017830"
"rasd1","ENSPFOG00000017843"
"MLKL(2of2)","ENSPFOG00000017850"
"NT5C","ENSPFOG00000017883"
"cops3","ENSPFOG00000017905"
"usp22","ENSPFOG00000017933"
"TNFRSF13B","ENSPFOG00000024111"
"SSTR2(1of2)","ENSPFOG00000017950"
"ensembl","ENSPFOG00000023344"
"SLC39A11","ENSPFOG00000017954"
"asb12a","ENSPFOG00000017975"
"zgc:64065","ENSPFOG00000017976"
"spata20","ENSPFOG00000022764"
"cacna1g","ENSPFOG00000018002"
"UTS2R","ENSPFOG00000018216"
"ensembl","ENSPFOG00000022314"
"ensembl","ENSPFOG00000020243"
"OGFOD3","ENSPFOG00000018219"
"hexdc(1of2)","ENSPFOG00000018247"
"C17orf62(2of2)","ENSPFOG00000018276"
"narf","ENSPFOG00000018290"
"fdxr","ENSPFOG00000018312"
"mrpl38","ENSPFOG00000018349"
"trim65","ENSPFOG00000018360"
"wbp2","ENSPFOG00000018368"
"unc13d","ENSPFOG00000018382"
"unk","ENSPFOG00000018477"
"ensembl","ENSPFOG00000018492"
"si:ch211-250n8.1","ENSPFOG00000018493"
"zgc:194990","ENSPFOG00000018501"
"itgb4","ENSPFOG00000018521"
"sap30bp","ENSPFOG00000018575"
"CDR2L(2of3)","ENSPFOG00000018585"
"ensembl","ENSPFOG00000020245"
"ict1","ENSPFOG00000018595"
"daglb","ENSPFOG00000018611"
"SPAG9(2of2)","ENSPFOG00000018668"
"tob1b","ENSPFOG00000020246"
"WFIKKN2(2of4)","ENSPFOG00000018726"
"WFIKKN2(3of4)","ENSPFOG00000018728"
"WFIKKN2(4of4)","ENSPFOG00000018731"
"ABCC3","ENSPFOG00000018740"
"si:ch211-176g6.2","ENSPFOG00000018797"
"sult2st1","ENSPFOG00000018827"
"wu:fj29h11","ENSPFOG00000018833"
"bsk146","ENSPFOG00000018838"
"si:dkey-94l16.4","ENSPFOG00000018849"
"ensembl","ENSPFOG00000018859"
"dhrs7cb","ENSPFOG00000018884"
"hs3st3l","ENSPFOG00000018893"
"gsg1l2b","ENSPFOG00000018898"
"GLP2R","ENSPFOG00000018904"
"PTS","ENSPFOG00000018906"
"ensembl","ENSPFOG00000018908"
"ensembl","ENSPFOG00000021264"
"GAS7(2of2)","ENSPFOG00000018922"
"RSPH1","ENSPFOG00000018941"
"adprm","ENSPFOG00000018948"
"map2k4b","ENSPFOG00000018954"
"MYOCD","ENSPFOG00000018965"
"dnah11","ENSPFOG00000023091"
"DNAH9","ENSPFOG00000019003"
"SHISA6(2of2)","ENSPFOG00000019086"
"ensembl","ENSPFOG00000021450"
"FOXK2(2of2)","ENSPFOG00000019094"
"wdr45b","ENSPFOG00000019108"
"znf423","ENSPFOG00000024188"
"KDELR2(2of2)","ENSPFOG00000019115"
"mettl9","ENSPFOG00000019120"
"ensembl","ENSPFOG00000019128"
"slc9a3r1(2of2)","ENSPFOG00000019138"
"RAB37(2of2)","ENSPFOG00000019144"
"mrpl27(2of2)","ENSPFOG00000019153"
"eme1(2of2)","ENSPFOG00000019155"
"zgc:110353(1of4)","ENSPFOG00000001705"
"zgc:110353(4of4)","ENSPFOG00000023640"
"si:ch211-130m23.5(1of2)","ENSPFOG00000001744"
"tmem167a(1of2)","ENSPFOG00000001752"
"ensembl","ENSPFOG00000001846"
"hapln1a","ENSPFOG00000002114"
"edil3b","ENSPFOG00000002185"
"cox7c","ENSPFOG00000002316"
"rasa1a","ENSPFOG00000002347"
"ccnh(1of2)","ENSPFOG00000002746"
"ccnh(2of2)","ENSPFOG00000002947"
"tmem161b","ENSPFOG00000003000"
"ensembl","ENSPFOG00000020336"
"ensembl","ENSPFOG00000021287"
"mef2cb","ENSPFOG00000003230"
"si:dkey-40c11.2","ENSPFOG00000003295"
"rhobtb2a(1of2)","ENSPFOG00000003440"
"rhobtb2a(2of2)","ENSPFOG00000003637"
"wdr54","ENSPFOG00000003732"
"nol6","ENSPFOG00000003825"
"ensembl","ENSPFOG00000004334"
"aqp3a","ENSPFOG00000004339"
"si:dkey-245n4.2","ENSPFOG00000004438"
"si:dkey-172m14.2(1of2)","ENSPFOG00000004446"
"si:dkey-172m14.2(2of2)","ENSPFOG00000004475"
"nr2f1a","ENSPFOG00000004554"
"fam172a","ENSPFOG00000004624"
"si:ch73-280o22.2","ENSPFOG00000004695"
"SLF1","ENSPFOG00000005080"
"MCTP1(1of2)","ENSPFOG00000005386"
"ensembl","ENSPFOG00000022584"
"gig2p","ENSPFOG00000006191"
"TTC37","ENSPFOG00000006207"
"arsk","ENSPFOG00000006727"
"arrdc3a","ENSPFOG00000006814"
"adgrv1","ENSPFOG00000006918"
"lysmd3","ENSPFOG00000007513"
"polr3g","ENSPFOG00000007520"
"mblac2","ENSPFOG00000007587"
"si:dkey-40c11.1","ENSPFOG00000007615"
"smn1","ENSPFOG00000007786"
"HSPB11","ENSPFOG00000007884"
"lzts1","ENSPFOG00000007930"
"gfra2a","ENSPFOG00000007973"
"bco2l","ENSPFOG00000008023"
"ela3l","ENSPFOG00000008218"
"fam219ab","ENSPFOG00000008346"
"klf9","ENSPFOG00000008405"
"trpm3","ENSPFOG00000008426"
"ensembl","ENSPFOG00000021080"
"tmem2","ENSPFOG00000008955"
"abhd17b","ENSPFOG00000021892"
"C9orf85","ENSPFOG00000009230"
"gda","ENSPFOG00000009237"
"si:ch211-214j8.12","ENSPFOG00000023083"
"entpd4","ENSPFOG00000009459"
"slc25a37","ENSPFOG00000009583"
"nkx3-1","ENSPFOG00000009654"
"ensembl","ENSPFOG00000009667"
"stc1","ENSPFOG00000009684"
"ido1","ENSPFOG00000009720"
"rhobtb2b","ENSPFOG00000009868"
"PEBP4","ENSPFOG00000024778"
"egr3(1of2)","ENSPFOG00000009968"
"egr3(2of2)","ENSPFOG00000009991"
"bin3","ENSPFOG00000009987"
"ensembl","ENSPFOG00000010054"
"ensembl","ENSPFOG00000010373"
"si:dkey-32e23.4","ENSPFOG00000010602"
"PTCHD2","ENSPFOG00000010718"
"bmp1a","ENSPFOG00000011094"
"kansl3","ENSPFOG00000011497"
"antxr1a","ENSPFOG00000011769"
"gfpt1","ENSPFOG00000012102"
"nfu1","ENSPFOG00000012206"
"C9orf78","ENSPFOG00000012210"
"med22","ENSPFOG00000012247"
"aak1a","ENSPFOG00000012288"
"adrb3a","ENSPFOG00000020338"
"prlhr2a","ENSPFOG00000012358"
"rab11fip1a","ENSPFOG00000012374"
"adgra2","ENSPFOG00000012392"
"pdlim2","ENSPFOG00000012397"
"sorbs3","ENSPFOG00000012453"
"NEURL3(1of2)","ENSPFOG00000012542"
"NEURL3(2of2)","ENSPFOG00000023760"
"ensembl","ENSPFOG00000012552"
"inpp5l","ENSPFOG00000012580"
"GPAT4(1of2)","ENSPFOG00000012694"
"polr3d","ENSPFOG00000012698"
"PHYHIP","ENSPFOG00000012743"
"ensembl","ENSPFOG00000020339"
"gins4","ENSPFOG00000012764"
"ensembl","ENSPFOG00000024007"
"arid5a","ENSPFOG00000012795"
"dbnlb","ENSPFOG00000012811"
"ube2d4","ENSPFOG00000012952"
"tcf7l1b","ENSPFOG00000012996"
"ensembl","ENSPFOG00000020340"
"ensembl","ENSPFOG00000021405"
"mn1b","ENSPFOG00000013142"
"ensembl","ENSPFOG00000013164"
"TTC28(2of2)","ENSPFOG00000013323"
"ensembl","ENSPFOG00000020341"
"SDS","ENSPFOG00000013727"
"HECTD4","ENSPFOG00000013830"
"PLA2G3(2of2)","ENSPFOG00000014561"
"RPH3A(2of2)","ENSPFOG00000014576"
"vps33a","ENSPFOG00000014682"
"ppp2r2aa","ENSPFOG00000014761"
"bnip3la","ENSPFOG00000014826"
"dpysl2b(2of2)","ENSPFOG00000014837"
"ADRA1A(2of2)","ENSPFOG00000014983"
"tmem230b","ENSPFOG00000014990"
"igsf9b","ENSPFOG00000015009"
"es1","ENSPFOG00000015058"
"tmem127","ENSPFOG00000015063"
"ciao1","ENSPFOG00000015073"
"snrnp200","ENSPFOG00000015110"
"zfand5a","ENSPFOG00000015255"
"tmc1(1of2)","ENSPFOG00000015292"
"tmc1(2of2)","ENSPFOG00000015362"
"tmc2b","ENSPFOG00000015457"
"cyp1d1","ENSPFOG00000015606"
"si:dkey-96l17.6","ENSPFOG00000015640"
"anxa1a","ENSPFOG00000015649"
"MFSD3","ENSPFOG00000015684"
"rorb","ENSPFOG00000015704"
"TRPM6","ENSPFOG00000015801"
"carnmt1","ENSPFOG00000015975"
"ensembl","ENSPFOG00000015980"
"ensembl","ENSPFOG00000022303"
"PGBD4(14of15)","ENSPFOG00000024382"
"DUSP26(1of2)","ENSPFOG00000016009"
"bag4","ENSPFOG00000016020"
"lsm1","ENSPFOG00000016029"
"grk5l","ENSPFOG00000016056"
"star","ENSPFOG00000016268"
"elmod3","ENSPFOG00000016320"
"AEBP1(2of3)","ENSPFOG00000016351"
"pold2(2of2)","ENSPFOG00000016397"
"nono","ENSPFOG00000016436"
"NPC1L1","ENSPFOG00000016445"
"rictora","ENSPFOG00000016545"
"C5orf34","ENSPFOG00000016703"
"slc7a4","ENSPFOG00000016715"
"drc1","ENSPFOG00000016727"
"ccdc157","ENSPFOG00000016753"
"sf3a1","ENSPFOG00000016768"
"tbc1d10aa","ENSPFOG00000016803"
"aplnra","ENSPFOG00000020342"
"hpdb","ENSPFOG00000016847"
"setd1bb","ENSPFOG00000016917"
"orai1a","ENSPFOG00000016935"
"kdm2ba","ENSPFOG00000016940"
"rnf34a","ENSPFOG00000016963"
"dgcr6","ENSPFOG00000016977"
"rasal1b","ENSPFOG00000017018"
"DTX1","ENSPFOG00000017139"
"slc20a1a","ENSPFOG00000017185"
"vgll4l","ENSPFOG00000017199"
"syn1","ENSPFOG00000017213"
"C9orf172(1of2)","ENSPFOG00000020343"
"gapvd1","ENSPFOG00000017281"
"ensembl","ENSPFOG00000024780"
"pbx3a","ENSPFOG00000017341"
"mvb12bb","ENSPFOG00000017380"
"lmx1bb","ENSPFOG00000017394"
"zbtb34","ENSPFOG00000020344"
"angptl2a","ENSPFOG00000017433"
"ensembl","ENSPFOG00000017457"
"ensembl","ENSPFOG00000023577"
"ncs1b","ENSPFOG00000017545"
"adamts13","ENSPFOG00000017572"
"CRAT(2of2)","ENSPFOG00000017691"
"IER5L(3of3)","ENSPFOG00000017746"
"asb6(2of2)","ENSPFOG00000017749"
"mmp17a(1of2)","ENSPFOG00000019651"
"crkl(1of2)","ENSPFOG00000019652"
"CCDC74B","ENSPFOG00000022241"
"crkl(2of2)","ENSPFOG00000019653"
"ulk1b","ENSPFOG00000019655"
"mmp17a(2of2)","ENSPFOG00000019656"
"sfswap","ENSPFOG00000019657"
"TRABD2A","ENSPFOG00000019658"
"HOOK3","ENSPFOG00000019659"
"rnf170","ENSPFOG00000019660"
"gpn3","ENSPFOG00000019661"
"arpc3","ENSPFOG00000019662"
"si:dkey-112m2.1","ENSPFOG00000019663"
"si:dkey-1d7.3","ENSPFOG00000019664"
"RIMBP2(2of2)","ENSPFOG00000019665"
"noc4l","ENSPFOG00000019666"
"pus1","ENSPFOG00000019669"
"atp2a2b","ENSPFOG00000019670"
"ensembl","ENSPFOG00000021924"
"bcr","ENSPFOG00000024771"
"adora2ab(1of2)","ENSPFOG00000019671"
"adora2ab(2of2)","ENSPFOG00000019672"
"snrpd3","ENSPFOG00000019673"
"CAMKK2","ENSPFOG00000019674"
"nsmfa","ENSPFOG00000019675"
"pnpla7a","ENSPFOG00000019676"
"clic3","ENSPFOG00000019677"
"fut7","ENSPFOG00000019678"
"pou5f3","ENSPFOG00000019679"
"npdc1a","ENSPFOG00000024135"
"si:ch211-282j22.3","ENSPFOG00000019680"
"anxa3b","ENSPFOG00000019681"
"rcl1","ENSPFOG00000019682"
"ensembl","ENSPFOG00000021461"
"ak3","ENSPFOG00000019683"
"cdc37l1","ENSPFOG00000019684"
"exd3","ENSPFOG00000019685"
"nrarpb","ENSPFOG00000020581"
"ambp(1of2)","ENSPFOG00000019686"
"ambp(2of2)","ENSPFOG00000023679"
"lcn15","ENSPFOG00000019687"
"slc27a4","ENSPFOG00000019688"
"swi5","ENSPFOG00000019689"
"fam163b","ENSPFOG00000019690"
"dbh","ENSPFOG00000019691"
"sardh","ENSPFOG00000019692"
"cercam","ENSPFOG00000019693"
"urm1","ENSPFOG00000019694"
"ensembl","ENSPFOG00000021301"
"sh2d3ca","ENSPFOG00000019695"
"strbp","ENSPFOG00000019696"
"RABGAP1","ENSPFOG00000019697"
"GPR21","ENSPFOG00000019698"
"rc3h2","ENSPFOG00000019699"
"ensembl","ENSPFOG00000019700"
"jak2a","ENSPFOG00000019701"
